,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category,Duration_h
1625,Air India,1/05/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667.0,Short-haul,2.25h
1626,Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,7229.0,Short-haul,2.9166666666666665h
1627,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,12:35 16 Jun,18h 10m,2 stops,No info,14237.0,Extreme duration,18.166666666666668h
1630,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823.0,Short-haul,2.8333333333333335h
1631,Air Asia,24/05/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 25 May,2h 50m,non-stop,No info,4483.0,Short-haul,2.8333333333333335h
1632,Air India,12/06/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,6961.0,Short-haul,2.75h
1633,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 13 May,15h 10m,1 stop,In-flight meal not included,11507.0,Long-haul,15.166666666666666h
1634,Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2 stops,No info,16704.0,Extreme duration,29.333333333333332h
1635,IndiGo,12/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,,4049.0,Short-haul,1.5h
1636,SpiceJet,24/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3807.0,Short-haul,2.25h
1637,IndiGo,9/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6442.0,Long-haul,15.666666666666666h
1638,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,07:40 16 Mar,24h 40m,1 stop,In-flight meal not included,7832.0,Extreme duration,24.666666666666668h
1639,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442.0,Long-haul,13.916666666666666h
1640,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823.0,Short-haul,2.8333333333333335h
1641,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,05:05 07 Mar,23h 20m,1 stop,No info,13555.0,Extreme duration,23.333333333333332h
1642,GoAir,6/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,5135.0,Medium,9.0h
1644,GoAir,15/06/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,5842.0,Medium,6.166666666666667h
1645,Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,04:25 19 May,15h,2 stops,No info,16704.0,Long-haul,15.0h
1647,SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965.0,Short-haul,1.5h
1648,SpiceJet,6/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873.0,Short-haul,2.5h
1650,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1 stop,No info,10678.0,Medium,7.666666666666667h
1652,Air India,12/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 13 Jun,38h 15m,2 stops,No info,9443.0,Extreme duration,38.25h
1653,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,No info,13378.0,Long-haul,12.166666666666666h
1654,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943.0,Short-haul,2.8333333333333335h
1655,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,,7191.0,Medium,9.583333333333334h
1656,SpiceJet,27/06/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3625.0,Short-haul,2.6666666666666665h
1657,GoAir,27/05/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,6841.0,Medium,6.166666666666667h
1658,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,23:25,6h 30m,1 stop,In-flight meal not included,11134.0,Medium,6.5h
1659,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45 07 Jun,25h 50m,1 stop,No info,14571.0,Extreme duration,25.833333333333332h
1661,Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544.0,Short-haul,3.0h
1663,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,12:25 13 Mar,17h 30m,1 stop,In-flight meal not included,11087.0,Extreme duration,17.5h
1664,SpiceJet,3/03/2019,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No info,5515.0,Short-haul,2.5h
1665,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804.0,Short-haul,2.5833333333333335h
1666,IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,Short-haul,2.3333333333333335h
1667,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,15353.0,Long-haul,13.25h
1669,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,7303.0,Short-haul,2.9166666666666665h
1670,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,21:20,12h 25m,1 stop,No info,13817.0,Long-haul,12.416666666666666h
1671,Jet Airways,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 07 Mar,24h 35m,2 stops,No info,19329.0,Extreme duration,24.583333333333332h
1674,Air India,3/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 04 Jun,23h 40m,2 stops,No info,10975.0,Extreme duration,23.666666666666668h
1676,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,14714.0,Long-haul,10.0h
1677,Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 13 Jun,13h 50m,2 stops,In-flight meal not included,10919.0,Long-haul,13.833333333333334h
1679,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,No info,10197.0,Medium,7.583333333333333h
1680,Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 10 May,13h 30m,2 stops,No info,15129.0,Long-haul,13.5h
1681,IndiGo,6/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,7191.0,Long-haul,13.5h
1682,GoAir,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 02 May,8h 15m,1 stop,No info,6686.0,Medium,8.25h
1683,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 04 Jun,12h 40m,1 stop,No info,7530.0,Long-haul,12.666666666666666h
1684,IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,6442.0,Long-haul,14.916666666666666h
1685,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 28 Jun,27h 35m,1 stop,In-flight meal not included,10262.0,Extreme duration,27.583333333333332h
1686,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,09:30 13 Mar,14h 35m,1 stop,No info,13817.0,Long-haul,14.583333333333334h
1687,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,No info,13626.0,Medium,9.5h
1688,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 13 May,15h 10m,1 stop,No info,14388.0,Long-haul,15.166666666666666h
1690,IndiGo,21/03/2019,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,5406.0,Short-haul,3.0833333333333335h
1691,SpiceJet,3/04/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,4611.0,Short-haul,4.916666666666667h
1692,IndiGo,9/06/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069.0,Short-haul,4.833333333333333h
1693,GoAir,6/06/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,3898.0,Short-haul,2.9166666666666665h
1694,IndiGo,6/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754.0,Short-haul,1.5h
1696,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,18:15,12h 30m,1 stop,No info,11507.0,Long-haul,12.5h
1698,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,8033.0,Short-haul,2.8333333333333335h
1699,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,6860.0,Short-haul,2.9166666666666665h
1701,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823.0,Short-haul,2.9166666666666665h
1702,IndiGo,9/04/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4174.0,Short-haul,2.5833333333333335h
1703,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00 28 Jun,29h 35m,2 stops,No info,12819.0,Extreme duration,29.583333333333332h
1704,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 16 May,7h 30m,1 stop,In-flight meal not included,11507.0,Medium,7.5h
1706,IndiGo,27/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5054.0,Short-haul,3.25h
1707,Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,05:50,22:10,16h 20m,2 stops,Change airports,13366.0,Long-haul,16.333333333333332h
1708,Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,21:55,16:45 07 Mar,18h 50m,1 stop,No info,12395.0,Extreme duration,18.833333333333332h
1709,Air India,15/05/2019,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 16 May,28h 20m,1 stop,No info,7452.0,Extreme duration,28.333333333333332h
1710,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 19 May,23h 15m,1 stop,No info,15554.0,Extreme duration,23.25h
1711,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,15:05 07 May,22h 5m,1 stop,No info,11507.0,Extreme duration,22.083333333333332h
1713,SpiceJet,24/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965.0,Short-haul,1.5h
1714,SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,non-stop,No check-in baggage included,3332.0,Short-haul,2.5833333333333335h
1716,Air India,18/03/2019,Banglore,New Delhi,BLR → GAU → DEL,13:50,18:40 16 Mar,28h 50m,1 stop,No info,11161.0,Extreme duration,28.833333333333332h
1717,Air India,12/06/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,13:45 13 Jun,27h 45m,2 stops,No info,12224.0,Extreme duration,27.75h
1718,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 02 May,17h 5m,1 stop,In-flight meal not included,9663.0,Extreme duration,17.083333333333332h
1719,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,15:15,6h 20m,1 stop,No info,12284.0,Medium,6.333333333333333h
1722,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 07 Jun,22h 45m,1 stop,No info,14151.0,Extreme duration,22.75h
1723,IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804.0,Short-haul,2.5833333333333335h
1724,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069.0,Medium,5.0h
1725,Vistara,21/03/2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,21:55,15h 15m,1 stop,No info,6065.0,Long-haul,15.25h
1726,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 19 May,13h 20m,1 stop,No info,14151.0,Long-haul,13.333333333333334h
1727,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 25 Mar,17h 5m,1 stop,No info,14231.0,Extreme duration,17.083333333333332h
1728,Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,15:40,09:25 07 Mar,17h 45m,1 stop,No info,12395.0,Extreme duration,17.75h
1729,IndiGo,24/04/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636.0,Medium,5.416666666666667h
1730,Air India,6/04/2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,5232.0,Medium,5.333333333333333h
1731,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 02 Jun,14h 25m,1 stop,No info,14714.0,Long-haul,14.416666666666666h
1732,IndiGo,6/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850.0,Short-haul,2.3333333333333335h
1733,Air India,27/05/2019,Delhi,Cochin,DEL → BLR → COK,17:40,09:35 28 May,15h 55m,1 stop,No info,7258.0,Long-haul,15.916666666666666h
1737,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 25 Jun,15h 30m,1 stop,No info,13377.0,Long-haul,15.5h
1738,Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,8016.0,Short-haul,3.0h
1739,Air India,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,06:50,08:50 13 Mar,26h,1 stop,No info,5626.0,Extreme duration,26.0h
1740,IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,6860.0,Short-haul,2.8333333333333335h
1741,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 02 Jun,6h 55m,1 stop,No info,6628.0,Medium,6.916666666666667h
1742,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 07 Jun,23h 35m,1 stop,,11627.0,Extreme duration,23.583333333333332h
1743,SpiceJet,9/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174.0,Short-haul,2.5h
1744,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 02 Jun,10h 10m,1 stop,No info,14714.0,Long-haul,10.166666666666666h
1745,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14151.0,Long-haul,11.5h
1747,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 19 May,6h 35m,1 stop,In-flight meal not included,12373.0,Medium,6.583333333333333h
1748,IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943.0,Short-haul,2.8333333333333335h
1749,Air Asia,9/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,7870.0,Medium,8.333333333333334h
1750,Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016.0,Short-haul,3.0833333333333335h
1751,Air India,15/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,09:25 16 May,20h 20m,2 stops,No info,10975.0,Extreme duration,20.333333333333332h
1752,IndiGo,27/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850.0,Short-haul,2.3333333333333335h
1753,IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,20:25,23:10,2h 45m,non-stop,No info,4804.0,Short-haul,2.75h
1754,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,20:50,04:25 10 Mar,7h 35m,1 stop,No info,15554.0,Medium,7.583333333333333h
1755,SpiceJet,18/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,,4465.0,Short-haul,2.6666666666666665h
1757,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,19332.0,Long-haul,11.25h
1759,IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4591.0,Short-haul,2.8333333333333335h
1761,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 10 Jun,18h 20m,1 stop,In-flight meal not included,10577.0,Extreme duration,18.333333333333332h
1762,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 19 May,8h 55m,2 stops,No info,15129.0,Medium,8.916666666666666h
1763,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1 stop,No info,11789.0,Long-haul,13.0h
1765,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,10197.0,Long-haul,13.25h
1766,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,No info,14781.0,Long-haul,13.333333333333334h
1767,Vistara,21/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,5613.0,Short-haul,2.5833333333333335h
1768,Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229.0,Short-haul,2.9166666666666665h
1769,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6093.0,Long-haul,12.5h
1770,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,15544.0,Medium,7.083333333333333h
1772,IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804.0,Short-haul,2.75h
1773,Air Asia,18/03/2019,Banglore,New Delhi,BLR → DEL,05:50,08:40,2h 50m,non-stop,No info,4284.0,Short-haul,2.8333333333333335h
1774,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:20,14h 45m,1 stop,No info,6558.0,Long-haul,14.75h
1775,IndiGo,24/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 25 Jun,5h 45m,1 stop,,5775.0,Medium,5.75h
1776,SpiceJet,21/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543.0,Short-haul,2.25h
1778,Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,11507.0,Short-haul,1.4166666666666667h
1779,Air India,6/03/2019,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,06:00,15:15 07 Mar,33h 15m,2 stops,No info,14219.0,Extreme duration,33.25h
1780,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,18:25,6h 45m,1 stop,No info,26890.0,Medium,6.75h
1781,Air India,15/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 16 Jun,23h 30m,2 stops,No info,9653.0,Extreme duration,23.5h
1782,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943.0,Short-haul,2.75h
1783,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,16:20 19 May,26h 15m,1 stop,In-flight meal not included,10844.0,Extreme duration,26.25h
1784,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 02 Apr,7h 30m,1 stop,In-flight meal not included,8849.0,Medium,7.5h
1785,IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,01:40,03:10,1h 30m,non-stop,No info,2754.0,Short-haul,1.5h
1786,Air India,21/03/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,19:15 22 Mar,36h 25m,2 stops,No info,10756.0,Extreme duration,36.416666666666664h
1787,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 22 May,28h 5m,1 stop,No info,14151.0,Extreme duration,28.083333333333332h
1788,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,9899.0,Long-haul,12.333333333333334h
1790,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 10 Jun,17h 5m,2 stops,In-flight meal not included,10368.0,Extreme duration,17.083333333333332h
1791,IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,5755.0,Short-haul,1.5h
1792,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 16 Jun,10h 10m,1 stop,In-flight meal not included,10262.0,Long-haul,10.166666666666666h
1793,SpiceJet,6/06/2019,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1 stop,No info,6643.0,Medium,8.666666666666666h
1796,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069.0,Medium,5.0h
1797,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,20:20,14h 35m,1 stop,No info,13817.0,Long-haul,14.583333333333334h
1798,Air India,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 07 Mar,38h 15m,2 stops,No info,10283.0,Extreme duration,38.25h
1802,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,6038.0,Short-haul,2.6666666666666665h
1803,IndiGo,21/05/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5601.0,Short-haul,3.25h
1804,IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,12351.0,Long-haul,13.5h
1805,Air India,15/04/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6094.0,Short-haul,2.8333333333333335h
1806,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,No info,7575.0,Medium,8.666666666666666h
1808,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 16 Jun,23h 45m,1 stop,In-flight meal not included,10262.0,Extreme duration,23.75h
1810,Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,8016.0,Short-haul,2.9166666666666665h
1811,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,18:50 10 Mar,24h 35m,1 stop,No info,16289.0,Extreme duration,24.583333333333332h
1812,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 07 Jun,8h 40m,1 stop,In-flight meal not included,10262.0,Medium,8.666666666666666h
1813,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823.0,Short-haul,2.9166666666666665h
1814,Vistara,9/04/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,,5403.0,Short-haul,2.8333333333333335h
1815,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 19 May,25h 30m,1 stop,In-flight meal not included,12373.0,Extreme duration,25.5h
1816,SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM → JLR → HYD,14:10,22:25,8h 15m,1 stop,No info,13552.0,Medium,8.25h
1817,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844.0,Long-haul,12.333333333333334h
1819,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,No info,8625.0,Medium,8.666666666666666h
1820,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,4777.0,Short-haul,2.75h
1821,IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000.0,Short-haul,3.25h
1823,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 04 Jun,16h 55m,1 stop,In-flight meal not included,11627.0,Long-haul,16.916666666666668h
1824,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 25 May,14h 35m,1 stop,No info,13731.0,Long-haul,14.583333333333334h
1826,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,23:00,14h 5m,1 stop,In-flight meal not included,6992.0,Long-haul,14.083333333333334h
1827,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 07 May,9h 45m,1 stop,No info,13941.0,Medium,9.75h
1828,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,14924.0,Long-haul,11.0h
1829,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,18371.0,Long-haul,10.333333333333334h
1830,IndiGo,3/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,7295.0,Short-haul,2.3333333333333335h
1831,Air India,09/03/2019,Banglore,New Delhi,BLR → GOI → DEL,17:00,16:40 13 Mar,23h 40m,1 stop,No info,9292.0,Extreme duration,23.666666666666668h
