,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category
3610,Air Asia,6/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,4483.0,Short-haul
3611,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,No info,14781.0,Medium
3612,Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 04 Jun,27h,2 stops,,13292.0,Extreme duration
3613,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 19 May,23h 45m,1 stop,In-flight meal not included,12373.0,Extreme duration
3615,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,7081.0,Long-haul
3616,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 16 Jun,27h 35m,1 stop,In-flight meal not included,10262.0,Extreme duration
3617,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,9316.0,Medium
3620,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0,Short-haul
3621,Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,07:40 07 Mar,27h 40m,1 stop,No info,12940.0,Extreme duration
3623,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13062.0,Medium
3624,Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014.0,Long-haul
3625,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8541.0,Short-haul
3626,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,10:05 25 Mar,20h 10m,1 stop,In-flight meal not included,11134.0,Extreme duration
3627,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,19:10,10h 15m,1 stop,In-flight meal not included,7832.0,Long-haul
3628,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9h 15m,1 stop,No info,8888.0,Medium
3629,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 13 May,14h 25m,1 stop,In-flight meal not included,9663.0,Long-haul
3630,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8h 25m,1 stop,No info,17267.0,Medium
3631,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,11:25 19 Mar,14h 50m,1 stop,In-flight meal not included,7832.0,Long-haul
3632,Vistara,18/03/2019,Banglore,New Delhi,BLR → DEL,19:40,22:20,2h 40m,non-stop,,12123.0,Short-haul
3633,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 16 May,8h 30m,1 stop,No info,8073.0,Medium
3634,SpiceJet,12/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,4991.0,Short-haul
3635,GoAir,12/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419.0,Short-haul
3636,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 28 Jun,23h 15m,1 stop,In-flight meal not included,10262.0,Extreme duration
3637,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,12:35 02 Jun,16h 50m,1 stop,In-flight meal not included,10262.0,Long-haul
3638,Air Asia,3/04/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 04 Apr,2h 30m,non-stop,No info,3807.0,Short-haul
3639,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,non-stop,No info,5755.0,Short-haul
3641,Air India,21/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 22 May,14h 25m,2 stops,No info,13039.0,Long-haul
3642,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,21:20,12h 25m,1 stop,In-flight meal not included,7832.0,Long-haul
3643,IndiGo,9/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,6297.0,Short-haul
3644,Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210.0,Short-haul
3646,IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049.0,Short-haul
3648,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,21:50,12h 25m,1 stop,No info,8366.0,Long-haul
3650,IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823.0,Short-haul
3651,Air India,9/04/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 10 Apr,24h,1 stop,No info,5006.0,Extreme duration
3654,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 02 Apr,12h 15m,1 stop,In-flight meal not included,7064.0,Long-haul
3656,Air Asia,15/03/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5192.0,Short-haul
3657,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 02 Jun,12h 30m,1 stop,No info,13377.0,Long-haul
3658,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,10197.0,Long-haul
3659,Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 04 Mar,16h 5m,1 stop,No info,16352.0,Long-haul
3660,Air India,9/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 10 Jun,21h 15m,2 stops,No info,10441.0,Extreme duration
3661,IndiGo,9/05/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,Short-haul
3662,Air Asia,12/06/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,3807.0,Short-haul
3663,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 07 May,12h 15m,1 stop,In-flight meal not included,9663.0,Long-haul
3664,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 02 Apr,23h 50m,1 stop,No info,12681.0,Extreme duration
3666,Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 19 May,23h 10m,2 stops,No info,15129.0,Extreme duration
3667,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:35 04 Mar,8h 5m,1 stop,No info,17057.0,Medium
3669,SpiceJet,1/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No info,5515.0,Short-haul
3670,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,8355.0,Medium
3671,IndiGo,1/04/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754.0,Short-haul
3672,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 16 Jun,10h 30m,1 stop,,13377.0,Long-haul
3673,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 10 May,23h 15m,1 stop,No info,15554.0,Extreme duration
3674,IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224.0,Short-haul
3675,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069.0,Medium
3676,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 10 May,25h 5m,1 stop,In-flight meal not included,12373.0,Extreme duration
3677,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 13 Jun,9h 45m,1 stop,In-flight meal not included,6959.0,Medium
3678,SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841.0,Short-haul
3679,Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15h 25m,1 stop,,8669.0,Long-haul
3680,Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014.0,Long-haul
3681,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 07 Jun,20h 15m,1 stop,No info,13731.0,Extreme duration
3682,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 22 May,15h 30m,1 stop,No info,7888.0,Long-haul
3683,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:10,15h,1 stop,No info,8028.0,Long-haul
3684,Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,11:55,09:25 07 Mar,21h 30m,1 stop,No info,12395.0,Extreme duration
3686,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4591.0,Short-haul
3687,Air India,9/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 10 May,28h 20m,2 stops,No info,12592.0,Extreme duration
3688,IndiGo,6/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804.0,Short-haul
3691,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 19 May,11h 5m,1 stop,In-flight meal not included,8586.0,Long-haul
3693,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04:25 10 Jun,10h,2 stops,No info,11507.0,Long-haul
3694,IndiGo,6/06/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069.0,Short-haul
3695,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,No info,16079.0,Medium
3696,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 16 May,13h 20m,1 stop,In-flight meal not included,9663.0,Long-haul
3697,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13587.0,Medium
3698,Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,23:15 25 Mar,26h 45m,1 stop,No info,10808.0,Extreme duration
3699,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,In-flight meal not included,11446.0,Medium
3701,GoAir,1/05/2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 02 May,7h 35m,1 stop,No info,6484.0,Medium
3702,IndiGo,9/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049.0,Short-haul
3703,SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No check-in baggage included,3873.0,Short-haul
3704,IndiGo,09/03/2019,Banglore,New Delhi,BLR → GOI → DEL,19:30,00:40 13 Mar,5h 10m,1 stop,No info,7280.0,Medium
3705,Air India,27/05/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3625.0,Short-haul
3706,SpiceJet,15/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 16 Jun,2h 55m,non-stop,No check-in baggage included,3919.0,Short-haul
3707,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,No info,15554.0,Long-haul
3708,IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850.0,Short-haul
3709,Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 22 May,19h 55m,2 stops,No info,15129.0,Extreme duration
3710,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229.0,Short-haul
3711,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823.0,Short-haul
3713,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:10 25 Mar,26h,1 stop,No info,11682.0,Extreme duration
3714,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,5054.0,Short-haul
3715,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 10 Jun,15h 25m,1 stop,In-flight meal not included,10262.0,Long-haul
3716,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818.0,Long-haul
3719,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6938.0,Medium
3720,Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 16 Jun,26h 55m,2 stops,In-flight meal not included,10368.0,Extreme duration
3721,Air India,12/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 13 Jun,20h 45m,2 stops,No info,11753.0,Extreme duration
3722,Air India,27/05/2019,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,19:15 28 May,24h 45m,2 stops,No info,12488.0,Extreme duration
3723,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,9899.0,Medium
3724,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1 stop,No info,11622.0,Medium
3725,SpiceJet,27/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No info,3847.0,Short-haul
3726,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 28 Jun,5h 35m,1 stop,No info,16079.0,Medium
3727,Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,6478.0,Short-haul
3728,Air India,21/06/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,5201.0,Short-haul
3730,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,09:30 07 Mar,24h 35m,1 stop,No info,17261.0,Extreme duration
3731,Vistara,27/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878.0,Short-haul
3732,SpiceJet,18/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,,3573.0,Short-haul
3735,Air India,27/06/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,5201.0,Short-haul
3736,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,10197.0,Medium
3737,SpiceJet,12/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 13 Apr,2h 20m,non-stop,No info,3873.0,Short-haul
3738,SpiceJet,6/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543.0,Short-haul
3739,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,7215.0,Long-haul
3740,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,18:50,8h 30m,1 stop,No info,11999.0,Medium
3741,IndiGo,18/05/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754.0,Short-haul
3742,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,10:45 13 Mar,15h 50m,1 stop,No info,13817.0,Long-haul
3744,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,8073.0,Long-haul
3745,IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227.0,Short-haul
3746,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 07 Jun,21h 35m,1 stop,In-flight meal not included,10539.0,Extreme duration
3747,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3943.0,Short-haul
3748,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,16:20 25 May,26h 15m,1 stop,In-flight meal not included,10844.0,Extreme duration
3749,SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,3925.0,Short-haul
3750,Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,3210.0,Short-haul
3751,Jet Airways,6/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,8016.0,Short-haul
3752,SpiceJet,12/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,,3841.0,Short-haul
3753,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 10 May,7h 30m,1 stop,No info,14388.0,Medium
3755,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,01:35 10 Mar,10h 30m,1 stop,In-flight meal not included,10197.0,Long-haul
3757,Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229.0,Short-haul
3758,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,15603.0,Long-haul
3759,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823.0,Short-haul
3760,Jet Airways,3/04/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040.0,Short-haul
3761,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,10:05 07 May,27h 35m,1 stop,No info,13941.0,Extreme duration
3762,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 07 Jun,6h 35m,1 stop,No info,14714.0,Medium
3763,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,7927.0,Long-haul
3764,Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030.0,Short-haul
3765,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11h 50m,1 stop,No info,8285.0,Long-haul
3767,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20 13 May,26h 50m,1 stop,In-flight meal not included,9663.0,Extreme duration
3768,IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 28 Mar,2h 45m,non-stop,No info,4148.0,Short-haul
3769,IndiGo,24/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6496.0,Short-haul
3770,IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 19 Mar,2h 45m,non-stop,No info,4148.0,Short-haul
3771,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:40,13h 10m,1 stop,No info,13339.0,Long-haul
3773,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,5054.0,Short-haul
3774,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,12:25 13 Mar,15h 50m,1 stop,In-flight meal not included,11087.0,Long-haul
3775,Jet Airways,6/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 07 Jun,8h 25m,2 stops,In-flight meal not included,11507.0,Medium
3778,Vistara,15/05/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668.0,Short-haul
3779,Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,05:50,22:10,16h 20m,2 stops,No info,13576.0,Long-haul
3780,Air India,01/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,13:00 02 Mar,25h 10m,1 stop,1 Long layover,15434.0,Extreme duration
3781,Vistara,21/04/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,5403.0,Short-haul
3782,Jet Airways,6/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,19:45 07 Mar,38h 20m,2 stops,No info,16914.0,Extreme duration
3783,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 22 May,11h 5m,1 stop,No info,14781.0,Long-haul
3784,Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4544.0,Short-haul
3785,Air India,12/06/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 13 Jun,19h 55m,2 stops,No info,9416.0,Extreme duration
3786,Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:55,15h 45m,1 stop,No info,8662.0,Long-haul
3788,SpiceJet,3/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873.0,Short-haul
3789,IndiGo,9/06/2019,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,11465.0,Short-haul
3790,Air India,9/06/2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,No info,8907.0,Long-haul
3791,Air India,21/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 22 Mar,26h,2 stops,No info,8770.0,Extreme duration
3793,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,10197.0,Medium
3794,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,10:45 02 Apr,27h 35m,1 stop,No info,8505.0,Extreme duration
3795,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 10 May,19h 15m,1 stop,In-flight meal not included,9663.0,Extreme duration
3796,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,8614.0,Long-haul
3797,Jet Airways,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,04:25 25 Jun,22h 55m,2 stops,No info,13292.0,Extreme duration
3798,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7740.0,Medium
3799,IndiGo,1/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 02 May,6h 55m,1 stop,No info,8854.0,Medium
3800,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,08:35,21:20,12h 45m,2 stops,No info,7682.0,Long-haul
3802,Vistara,21/05/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,4668.0,Short-haul
3804,Air India,3/04/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,4729.0,Short-haul
3805,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 22 May,12h 30m,1 stop,No info,7888.0,Long-haul
3806,IndiGo,24/05/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069.0,Short-haul
3807,Air India,21/03/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 22 Mar,38h,3 stops,No info,9128.0,Extreme duration
3808,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 02 May,13h 20m,1 stop,In-flight meal not included,9663.0,Long-haul
3809,Air India,6/06/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 07 Jun,12h 45m,1 stop,No info,7952.0,Long-haul
3810,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,12:35 25 Jun,26h 35m,1 stop,In-flight meal not included,10262.0,Extreme duration
3811,Jet Airways,6/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,04:25 07 Jun,16h 40m,2 stops,No info,13882.0,Long-haul
3812,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,,4591.0,Short-haul
3813,Air India,12/03/2019,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,21:10,16:55,4h 15m,2 stops,No info,16172.0,Short-haul
3814,IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,5054.0,Short-haul
3816,IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804.0,Short-haul
3817,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7h 30m,1 stop,No info,6673.0,Medium
3820,IndiGo,9/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4077.0,Short-haul
3822,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,16274.0,Medium
3823,Vistara,15/05/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668.0,Short-haul
3824,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 28 May,15h 40m,1 stop,In-flight meal not included,12898.0,Long-haul
3825,Air India,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,16:00,23:45,7h 45m,1 stop,No info,11678.0,Medium
3826,IndiGo,12/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 13 Jun,5h 45m,1 stop,No info,5775.0,Medium
3828,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,09:00 16 Mar,10h 10m,1 stop,No info,13555.0,Long-haul
3829,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 25 May,12h 10m,1 stop,No info,14571.0,Long-haul
3830,SpiceJet,9/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,2227.0,Short-haul
3831,Air India,24/06/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,6961.0,Short-haul
3833,Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040.0,Short-haul
3834,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 02 Jun,9h 10m,1 stop,No info,14714.0,Medium
