,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,duration_trim,duration_time,tire_sizes,ride_date
7181,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,3146,2,1956,Male,2,15,15,27,2021-12-31
7182,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4983,3,1992,Male,3,13,13,27,2025-08-23
7183,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4811,2,1990,Female,2,3,3,26,2021-07-21
7184,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,5148,3,1964,Male,3,8,8,27,2023-06-19
7185,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4756,2,1974,Male,2,10,10,27,2022-09-08
7186,6 minutes,16,Steuart St at Market St,37,2nd St at Folsom St,5349,3,1968,Male,3,6,6,27,2024-04-20
7187,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,3618,2,1981,Male,2,5,5,27,2023-05-09
7188,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,4802,3,1982,Male,3,5,5,27,2025-06-25
7189,2 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,1459,1,1978,Male,1,2,2,27,2025-10-20
7190,2 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),500,2,1982,Male,2,2,2,26,2021-03-13
7191,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2293,3,1954,Male,3,10,10,26,2022-08-18
7192,10 minutes,81,Berry St at 4th St,77,11th St at Natoma St,1620,1,1984,Male,1,10,10,26,2024-05-15
7193,15 minutes,16,Steuart St at Market St,104,4th St at 16th St,1603,2,1970,Female,2,15,15,27,2020-09-05
7194,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4600,2,1995,Male,2,8,8,26,2022-02-17
7195,9 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,3115,2,1960,Male,2,9,9,26,2021-07-02
7196,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5444,2,1968,Male,2,4,4,26,2025-10-28
7197,9 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,5216,2,1973,Female,2,9,9,27,2024-07-14
7198,18 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,833,2,1992,Female,2,18,18,26,2024-04-16
7199,8 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4616,2,1982,Male,2,8,8,26,2020-06-17
7200,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,5015,2,1982,Male,2,2,2,27,2021-01-14
7201,14 minutes,16,Steuart St at Market St,104,4th St at 16th St,4426,1,1966,Female,1,14,14,27,2021-03-25
7202,4 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),1860,2,1991,Female,2,4,4,27,2025-08-11
7203,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),756,1,1947,Male,1,3,3,26,2023-08-06
7204,15 minutes,16,Steuart St at Market St,63,Bryant St at 6th St,4999,3,1962,Female,3,15,15,27,2025-05-22
7205,8 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,2174,2,1975,Male,2,8,8,26,2021-11-23
7206,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3146,2,1960,Male,2,8,8,27,2026-03-17
7207,22 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,4968,3,1960,Male,3,22,22,26,2022-12-30
7208,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4738,2,1988,Male,2,4,4,26,2023-03-26
7209,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,3494,3,1987,Male,3,11,11,26,2026-02-20
7210,18 minutes,3,Powell St BART Station (Market St at 4th St),377,Fell St at Stanyan St,5294,2,1968,Female,2,18,18,27,2025-04-01
7211,13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,167,3,1971,Male,3,13,13,26,2023-11-18
7212,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4738,1,1980,Male,1,7,7,27,2022-01-27
7213,14 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,3355,3,1975,Male,3,14,14,27,2022-09-07
7214,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,1104,1,1992,Male,1,12,12,27,2023-11-17
7215,7 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,4977,3,1982,Male,3,7,7,26,2025-12-27
7216,7 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,5306,1,1983,Male,1,7,7,27,2025-03-29
7217,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,851,3,1959,Male,3,7,7,26,2020-05-05
7218,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,281,1,1973,Male,1,7,7,26,2025-10-27
7219,2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),5306,2,1988,Male,2,2,2,27,2022-01-28
7220,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5537,2,1982,Female,2,6,6,27,2023-09-12
7221,15 minutes,81,Berry St at 4th St,323,Broadway at Kearny,4326,3,1984,Male,3,15,15,26,2025-03-16
7222,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),364,China Basin St at 3rd St,2197,1,1986,Male,1,3,3,27,2023-09-16
7223,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,1044,3,1994,Male,3,9,9,27,2021-05-08
7224,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,2002,2,1991,Female,2,1,1,26,2022-03-03
7225,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),80,Townsend St at 5th St,1176,1,1991,Male,1,2,2,27,2025-06-28
7226,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5182,2,1980,Male,2,13,13,27,2021-02-12
7227,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4611,1,1975,Male,1,4,4,27,2025-10-12
7228,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5050,3,1983,Male,3,4,4,27,2024-07-13
7229,5 minutes,5,Powell St BART Station (Market St at 5th St),10,Washington St at Kearny St,5484,2,1988,Male,2,5,5,27,2022-09-15
7230,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,1667,2,1992,Male,2,7,7,27,2025-03-22
7231,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),70,Central Ave at Fell St,5441,2,1992,Male,2,18,18,27,2025-03-23
7232,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),56,Koshland Park,4351,1,1997,Male,1,12,12,26,2022-02-11
7233,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),75,Market St at Franklin St,5307,2,1990,Male,2,10,10,27,2020-12-24
7234,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,5574,2,1992,Male,2,9,9,26,2025-05-08
7235,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5467,3,1987,Male,3,3,3,26,2026-02-16
7236,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),73,Pierce St at Haight St,5282,2,1996,Male,2,16,16,27,2024-04-05
7237,5 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,2039,3,1971,Male,3,5,5,26,2021-06-21
7238,15 minutes,22,Howard St at Beale St,56,Koshland Park,6235,2,1997,Male,2,15,15,27,2025-12-22
7239,15 minutes,5,Powell St BART Station (Market St at 5th St),49,S Park St at 3rd St,4617,2,1991,Male,2,15,15,27,2021-01-20
7240,4 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,2355,2,1985,Male,2,4,4,26,2022-06-15
7241,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5549,1,1991,Male,1,17,17,26,2022-03-13
7242,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,3010,2,1981,Male,2,5,5,26,2025-07-27
7243,13 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3105,3,1965,Female,3,13,13,26,2020-06-23
7244,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4738,2,1988,Male,2,12,12,27,2020-06-15
7245,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,5338,2,1994,Male,2,5,5,27,2024-07-02
7246,9 minutes,22,Howard St at Beale St,10,Washington St at Kearny St,4772,2,1980,Male,2,9,9,27,2021-01-13
7247,9 minutes,22,Howard St at Beale St,10,Washington St at Kearny St,5224,2,1978,Male,2,9,9,26,2024-02-11
7248,6 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,63,2,1999,Male,2,6,6,26,2025-12-26
7249,6 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,858,3,1993,Female,3,6,6,26,2025-01-09
7250,7 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,5057,2,1989,Male,2,7,7,27,2025-06-30
7251,2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),3678,1,1991,Male,1,2,2,27,2025-06-30
7252,16 minutes,81,Berry St at 4th St,107,17th St at Dolores St,5409,2,1988,Male,2,16,16,26,2020-07-24
7253,12 minutes,3,Powell St BART Station (Market St at 4th St),223,16th St Mission BART Station 2,4941,2,1981,Female,2,12,12,26,2026-01-27
7254,12 minutes,3,Powell St BART Station (Market St at 4th St),223,16th St Mission BART Station 2,4397,2,1983,Male,2,12,12,26,2021-04-26
7255,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,4772,2,1980,Male,2,9,9,27,2022-03-09
7256,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5224,1,1978,Male,1,3,3,26,2025-09-22
7257,15 minutes,22,Howard St at Beale St,115,Jackson Playground,5411,3,1986,Male,3,15,15,26,2025-10-20
7258,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),365,Turk St at Fillmore St,4641,3,1987,Male,3,15,15,27,2023-05-25
7259,8 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,4982,2,1968,Male,2,8,8,27,2022-01-24
7260,11 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,1888,3,1992,Female,3,11,11,26,2021-09-06
7261,9 minutes,22,Howard St at Beale St,321,5th St at Folsom,4730,2,1984,Female,2,9,9,26,2025-02-24
7262,13 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,5306,1,1977,Male,1,13,13,26,2023-11-16
7263,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),120,Mission Dolores Park,5045,2,1973,Male,2,16,16,26,2024-08-04
7264,15 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,3637,3,1992,Female,3,15,15,26,2024-03-15
7265,4 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),3397,2,1968,Male,2,4,4,27,2025-08-18
7266,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4317,2,1990,Male,2,11,11,27,2021-06-03
7267,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,5114,2,1979,Male,2,12,12,26,2023-09-28
7268,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5217,1,1975,Male,1,5,5,26,2024-06-04
7269,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,3165,3,1992,Female,3,10,10,26,2023-05-10
7270,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,5021,1,1992,Male,1,6,6,27,2021-01-20
7271,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,3562,2,1992,Male,2,11,11,27,2023-07-30
7272,14 minutes,16,Steuart St at Market St,39,Scott St at Golden Gate Ave,4571,2,1984,Female,2,14,14,27,2024-01-13
7273,7 minutes,3,Powell St BART Station (Market St at 4th St),370,Jones St at Post St,1488,2,1971,Male,2,7,7,27,2025-10-25
7274,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),4772,3,1980,Male,3,7,7,27,2022-07-21
7275,9 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),5217,3,1978,Male,3,9,9,27,2021-12-13
7276,17 minutes,81,Berry St at 4th St,324,Union Square (Powell St at Post St),4749,2,1994,Female,2,17,17,27,2023-07-04
7277,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),28,The Embarcadero at Bryant St,2185,2,1992,Female,2,7,7,27,2026-02-21
7278,5 minutes,5,Powell St BART Station (Market St at 5th St),61,Howard St at 8th St,5004,2,1996,Female,2,5,5,27,2023-04-29
7279,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,3208,2,1991,Male,2,14,14,26,2023-04-03
7280,4 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5488,3,1990,Male,3,4,4,27,2022-09-08
7281,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5016,3,1990,Male,3,5,5,27,2023-02-06
7282,27 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),144,Precita Park,5227,3,1985,Female,3,27,27,27,2023-01-15
7283,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),3656,2,1993,Male,2,7,7,27,2023-11-09
7284,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),1303,2,1993,Male,2,5,5,26,2025-09-20
7285,12 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,3579,2,1983,Female,2,12,12,26,2020-06-03
7286,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,1018,2,1986,Female,2,12,12,26,2022-12-20
7287,7 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,5249,2,1976,Female,2,7,7,26,2023-03-01
7288,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),122,19th St at Mission St,5504,2,1987,Female,2,23,23,27,2020-08-24
7289,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),85,Church St at Duboce Ave,5560,2,1990,Female,2,12,12,27,2025-05-19
7290,9 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),593,2,1990,Male,2,9,9,27,2024-08-21
7291,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2193,3,1999,Female,3,11,11,27,2022-12-11
7292,15 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,3325,1,1963,Male,1,15,15,26,2023-01-04
7293,26 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),34,Father Alfred E Boeddeker Park,5150,2,1985,Male,2,26,26,27,2024-01-21
7294,7 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,2481,3,1963,Male,3,7,7,26,2021-07-13
7295,18 minutes,81,Berry St at 4th St,81,Berry St at 4th St,4749,1,1988,Male,1,18,18,27,2026-03-24
7296,10 minutes,22,Howard St at Beale St,350,8th St at Brannan St,5274,1,1994,Male,1,10,10,26,2025-11-25
7297,9 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5558,2,1971,Male,2,9,9,26,2022-03-04
7298,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),95,Sanchez St at 15th St,5359,1,1988,Male,1,14,14,27,2020-11-09
7299,25 minutes,3,Powell St BART Station (Market St at 4th St),134,Valencia St at 24th St,1909,1,1991,Female,1,25,25,26,2024-08-06
7300,14 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,3371,3,1989,Female,3,14,14,27,2022-05-01
7301,13 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,963,3,1995,Female,3,13,13,27,2025-09-26
7302,6 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4768,1,1985,Male,1,6,6,27,2020-12-16
7303,15 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,1400,1,1982,Male,1,15,15,26,2023-08-10
7304,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),285,Webster St at O'Farrell St,4968,1,1957,Male,1,19,19,27,2023-11-16
7305,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,5327,2,1994,Male,2,8,8,27,2020-04-14
7306,16 minutes,5,Powell St BART Station (Market St at 5th St),141,Valencia St at Cesar Chavez St,5234,2,1989,Male,2,16,16,26,2021-09-11
7307,11 minutes,22,Howard St at Beale St,350,8th St at Brannan St,2343,1,1987,Male,1,11,11,26,2023-12-25
7308,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2810,2,1986,Male,2,10,10,27,2023-07-04
7309,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1090,2,1977,Female,2,11,11,27,2022-10-02
7310,8 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1018,1,1979,Male,1,8,8,26,2020-10-12
7311,18 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,3115,2,1988,Male,2,18,18,26,2024-07-14
7312,19 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4749,2,1978,Male,2,19,19,27,2022-05-25
7313,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,2250,1,1992,Male,1,13,13,26,2021-06-06
7314,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,2981,2,1983,Male,2,6,6,27,2026-03-20
7315,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5438,3,1988,Male,3,4,4,27,2021-12-10
7316,7 minutes,3,Powell St BART Station (Market St at 4th St),59,S Van Ness Ave at Market St,317,2,1998,Male,2,7,7,27,2025-09-14
7317,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,3168,3,1996,Male,3,6,6,26,2024-03-25
7318,11 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,2113,3,1995,Male,3,11,11,27,2022-05-13
7319,20 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,5030,3,1993,Male,3,20,20,27,2021-09-17
7320,16 minutes,22,Howard St at Beale St,345,Hubbell St at 16th St,5424,2,1989,Male,2,16,16,27,2023-09-17
7321,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3395,3,1985,Male,3,3,3,26,2021-07-16
7322,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,1513,2,1987,Male,2,19,19,27,2024-08-19
7323,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),53,Grove St at Divisadero,5301,1,1990,Male,1,15,15,27,2020-07-19
7324,9 minutes,5,Powell St BART Station (Market St at 5th St),364,China Basin St at 3rd St,5381,1,1992,Male,1,9,9,27,2021-11-10
7325,16 minutes,22,Howard St at Beale St,126,Esprit Park,2473,1,1959,Male,1,16,16,27,2024-09-21
7326,9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1142,1,2000,Female,1,9,9,27,2023-08-14
7327,9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,3592,2,1991,Female,2,9,9,26,2020-09-01
7328,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5057,2,1996,Male,2,7,7,27,2024-03-07
7329,9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1184,2,2000,Male,2,9,9,26,2020-06-21
7330,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1564,2,1999,Female,2,8,8,27,2022-09-10
7331,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,3400,2,1953,Male,2,6,6,27,2023-09-25
7332,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4320,2,2000,Female,2,6,6,26,2020-10-24
7333,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5522,2,1998,Male,2,6,6,26,2020-05-16
7334,9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2319,3,2000,Female,3,9,9,26,2024-11-04
7335,18 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,4755,2,1990,Male,2,18,18,27,2022-03-16
7336,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,5550,3,1986,Female,3,14,14,27,2026-01-04
7337,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,2284,2,1984,Male,2,15,15,26,2025-06-17
